Date,High,Low,Close,Open,AAPL_High,AAPL_Low,AAPL_Close,AAPL_Open,KO_High,KO_Low,KO_Close,KO_Open,WMT_High,WMT_Low,WMT_Close,WMT_Open,DIS_High,DIS_Low,DIS_Close,DIS_Open,IBM_High,IBM_Low,IBM_Close,IBM_Open,NKE_High,NKE_Low,NKE_Close,NKE_Open,V_High,V_Low,V_Close,V_Open,Month,Weekday,Stock
2021-01-04,0.10308995930501075,0.09191227445174865,0.07604152493068117,0.13112329825047064,0.5316213991600289,0.41528064122067754,0.48358971283727303,0.5867517417686967,0.793725576649976,0.5192427929979795,0.5908839531530505,0.7956822004219024,0.8506141654952462,0.8166962693807491,0.8861936153810985,0.7880016374347374,0.44302062390462726,0.4073966652011576,0.37680020721809715,0.4903353072598069,0.19629065584412198,0.17728354998409657,0.16843000206115954,0.2304786587665708,0.7632837898418767,0.6573815820689521,0.6468795357285293,0.8098150919071285,0.5442498965136169,0.5265105407753516,0.5573275587187076,0.619306977343463,1,0,1
2021-01-05,0.04649690699269948,0.09718611436573843,0.08953625115338282,0.06509734795360611,0.4553273620587577,0.4821176666406979,0.5436815781552902,0.39693713810244624,0.525141029840416,0.519242375082956,0.5165426226464298,0.5384113477419872,0.8594608546310329,0.8262256866720481,0.8498140840972868,0.8917465848029202,0.38167930674860173,0.4495412081482302,0.3963477810395446,0.3180784513243431,0.21967308936118846,0.22628590415181238,0.23756150013944666,0.20317203085267455,0.688198709644853,0.6719607519033008,0.7042928191291322,0.5883646891894561,0.49794716817249896,0.5117688276930714,0.483426268247066,0.522131482477632,1,1,1
2021-01-06,0.1688902612321379,0.1754509136589153,0.18357179147066116,0.12460738003099969,0.4271750712631581,0.4000725379188399,0.3780544410988318,0.3489704308503008,0.4449673860729586,0.27551653416812005,0.3037734706450843,0.49067075396578375,0.9100744668556926,0.8498180885043505,0.8922577107301946,0.8236354955317564,0.4163031889115052,0.4805045726072281,0.4138373023971367,0.3783402448952682,0.3796591396740143,0.29214262598038143,0.33654550185075527,0.2646112182534468,0.79767365617605,0.7203852414291232,0.7611992899946234,0.7264448952568952,0.4387108367917394,0.4731961341047075,0.4404501578807425,0.46022580319544115,1,2,1
2021-01-07,0.2003472312337533,0.11114063038695399,0.1627213705984829,0.201387582345403,0.4508386698752975,0.4593048335807328,0.5403009206136504,0.37520816420353764,0.2097892103311345,0.1867686289988555,0.23199559977798678,0.24135681656346009,0.8933665180301142,0.8965514784117499,0.8917910756766121,0.9377538807713561,0.3710468284147881,0.4891055800900741,0.39994858793425525,0.41188181424271875,0.335971114101024,0.34020930455441967,0.327118751119277,0.36668526241426047,0.9163184752943199,0.9010675105517336,0.8933019265503885,0.8280510152946068,0.4141367694546467,0.4763897083719515,0.4675092548677142,0.4207635337139042,1,3,1
2021-01-08,0.12169559240553163,0.15707863834859426,0.16530068309374002,0.15714333136786518,0.4916380630150705,0.5541563141932722,0.5827404833596459,0.5420647742894618,0.32604229160651776,0.22915577059767678,0.37555134151218095,0.23339982062326037,0.8560200758533787,0.8861158809213929,0.8908585256852719,0.9043756526926341,0.3729554246272979,0.46100936394716285,0.4027778213842801,0.3922683325547789,0.30089699318407215,0.3002579306302482,0.31266386283126435,0.3188990572416097,0.9839526844403377,1.0,0.9644350151322527,0.9505002575612034,0.4374173112118367,0.48990269384681806,0.5048008918406275,0.4693511968703925,1,4,1
2021-01-11,0.10389205032488436,0.15432658363274587,0.1498238161425185,0.12118117503796588,0.39127105179770627,0.48491880902098483,0.46744005286349743,0.40923561136404185,0.2899637253137879,0.2437263647320833,0.2627576159324878,0.3116418564089223,0.9046687638905553,0.89473643070649,0.9216413167893931,0.8646818930548221,0.4067610398438184,0.48251166392157074,0.41306572895245,0.3621376526366511,0.31197313266844784,0.3214822840318057,0.31423507459292077,0.29874447486978895,1.0,0.9947923428416887,1.0,0.9739465935108118,0.40482465091538433,0.483269100703545,0.44658975156913705,0.4641721203106677,1,0,1
2021-01-12,0.12439983370462748,0.18248213061253482,0.16186132421681965,0.15561751188845863,0.3716878979382132,0.41928340663217156,0.4606804676066929,0.38094815430804196,0.22448799896900873,0.21855881301369529,0.25122204755462896,0.234726319801994,1.0,1.0,1.0,1.0,0.32660873486445396,0.4111238705189866,0.3333334641528394,0.3493463835420245,0.3172030320799837,0.3302212173322818,0.3340315630321036,0.33580275413898164,0.9856713437053504,0.9729235552410511,0.8983825272869819,1.0,0.35127923768159697,0.36017958966556396,0.35495270895893505,0.42421684616363287,1,1,1
2021-01-13,0.15978184791007655,0.19179693851505064,0.17862793008064282,0.14689952925546068,0.4434943977493644,0.4845187790421095,0.5391742269693784,0.3916066174196118,0.2231520108491738,0.2437265457432165,0.25763069665343963,0.22676933968077506,0.9577406022731658,0.9596185406851552,0.9291045971834109,0.988723829709488,0.31052336220771526,0.3790139092128024,0.33667681826030993,0.26691294121116904,0.3141264956689973,0.2840277619513678,0.2620718837828333,0.3377532671932215,0.8870873653576687,0.8713873786828366,0.7962566826156676,0.9129839502624479,0.3049763328787769,0.3886791117548736,0.36609444408240854,0.35195181015065824,1,2,1
2021-01-14,0.173528860606877,0.21148443909820847,0.20829159441059142,0.16978444205929044,0.4251346890227552,0.4953242108732052,0.46481129322980497,0.4752404649770803,0.19909958188210197,0.14703076566071527,0.13842832197493493,0.2506397466786554,0.9051605388784187,0.8965515948650484,0.9067169163488256,0.9467757511017432,0.32742658581340667,0.369265867417357,0.26748952135759296,0.34110282244160484,0.3267406752778643,0.31804872671232554,0.3264900064953822,0.30101989089035097,0.873903331651606,0.7932820833003325,0.7078490837024294,0.8520196352818807,0.3104086628155889,0.21915389287319353,0.19578083274468572,0.3805618532627104,1,3,1
2021-01-15,0.1365693739173457,0.20343997037336825,0.17325388016984666,0.1660792286527415,0.393311258263342,0.424886104784715,0.3983352150001327,0.3924268647607061,0.06547590905198408,0.055633223964270506,0.07049614104733504,0.11802615280188,0.8019652067709471,0.7890192928611777,0.7980406368560322,0.8258905207506126,0.21401320625443887,0.2766627513512212,0.21630665138694916,0.22569643691307562,0.29843570885732307,0.32179438300967567,0.3082647298178567,0.30947207581028024,0.7294660564764435,0.7386094619444146,0.6783798840646833,0.6904911470893325,0.10476259486630113,0.1872142986292289,0.18964123905629116,0.15784783319671725,1,4,1
2021-01-19,0.2537577325114331,0.25699910146305127,0.27213325725951387,0.23168262389943806,0.33170419649031935,0.42248492975947016,0.42424974542720406,0.35143007513534297,0.04676875463699304,0.017220325674413672,0.04614277399164557,0.0623287275744282,0.7611798434377901,0.7436474725193456,0.7397386195595699,0.8033377478877624,0.20092717507376712,0.3130734351315345,0.23739697963925277,0.20153524723092886,0.3092039813769203,0.3349031967719549,0.3280612182570386,0.3419793219101406,0.6629787757340537,0.6620669444668215,0.6047072748261142,0.7128973377293821,0.12830200458405994,0.17836986978872016,0.1912331146363,0.19509032737109422,1,1,1
2021-01-20,0.2871114118778739,0.3169093155596734,0.3192086449045064,0.26873468008089585,0.4859261301285738,0.4869198493569371,0.5819891620605233,0.3875071620707997,0.017370827809270573,0.026491962670509572,0.0679321809275999,0.035805361731462426,0.7901724711185194,0.7536295175004257,0.8386191635062588,0.7559764380146499,0.31461303294990905,0.35779814908383756,0.272890927928918,0.29022184227065306,0.3544305178864202,0.3495726586529173,0.3613701278464734,0.3556324859751383,0.7770382858099385,0.7453773700670343,0.7840619933092947,0.6811118326780079,0.20642189591298354,0.23143853354593347,0.29014685470406576,0.19459720280237747,1,2,1
2021-01-21,0.2724628741094346,0.29637464033334293,0.28675024315901876,0.2927090688049536,0.7788669188214135,0.6886300812316346,0.7637656707863449,0.5982311270193321,0.053449886212460385,0.046361206821677214,0.10253988702159766,0.06763293479559529,0.7936121634676532,0.8135212108342849,0.8078363724021376,0.8358145222929467,0.23609601387101886,0.3010321996417158,0.21219133137627377,0.2339399980134953,0.3907354173427122,0.3960785552663051,0.41070513748557813,0.36928576083546183,0.811427819755222,0.8036961996982424,0.7235992578705064,0.7868867747180737,0.20590430410273797,0.2933519937019051,0.27036410669051225,0.2690817046055196,1,3,1
2021-01-22,0.23122163408217622,0.27054777458059176,0.25902110453299976,0.23713155095930993,0.7862107821212856,0.7458613130168281,0.8463914089897928,0.6999027188017051,0.03340564666692636,0.05033489129174207,0.04357931435212148,0.07161123022536842,0.8727276487161468,0.8548091634709767,0.8768659551202216,0.8466401228576004,0.24291171577724402,0.3259747276230973,0.2507715734446876,0.25554302062364975,0.03568901355669629,0.0,0.0009424671377615823,0.06306441675974339,0.7008077904868664,0.7089293232132983,0.6087719113577075,0.7181072696461186,0.15830857408047994,0.22087414451519027,0.19941935571554126,0.21827460112061114,1,4,1
2021-01-25,0.18479706459869716,0.17401435085985728,0.15175850717639428,0.20443879145113453,1.0,0.8066940814873487,0.990985874237003,0.9782714958454921,0.020043416670021408,0.017219860230722972,0.08074947912522124,0.019891403002834984,0.8191646686687575,0.8162429180587658,0.8708018597711256,0.8358140162086558,0.18456932409985427,0.23652529971849123,0.2278806455157696,0.19556575699494694,0.0,0.0028093155958099914,0.0,0.0,0.5460521002040277,0.4709704998667217,0.5173156401178769,0.608685393040524,0.06285750653044175,0.07223226139729899,0.1757705245836405,0.12825136471861853,1,0,1
2021-01-26,0.07865151398993797,0.07663419370586011,0.04428098088934629,0.0847833577399073,0.9677688642246043,1.0,1.0,1.0,0.09487342916109576,0.0662303776687736,0.14611920137371825,0.08487284109112103,0.8958228156480068,0.8706889885920095,0.9319022471574332,0.8479925808168911,0.19111254768890618,0.24455279004503705,0.16795262240781206,0.22711778542018202,0.09383791492455718,0.03308452756544966,0.12286564073079953,0.013652964464731188,0.4698208838302502,0.4694077468204796,0.39283312495541,0.5445938343146404,0.1107127320257435,0.2004820144505377,0.19919179556804867,0.16327422262833036,1,1,1
2021-01-27,0.0,0.0,0.0,0.0,0.9677690547612912,0.961579529773231,0.9586871308982756,0.9930301788790032,0.08418263287454764,0.01589483905248823,0.04870573315095861,0.08221986908830026,0.8982809646863492,0.7835756293040301,0.7607278354650564,0.9079845605586838,0.0,0.0,0.0,0.0,0.1615245002850978,0.1329626101807544,0.12223741594536941,0.10792515651760537,0.18381162559180186,0.23821855510133716,0.18553354299778047,0.2559286707523363,0.012674904591161607,0.028254378442492012,0.03911072421626827,0.06165950042962631,1,2,1
2021-01-28,0.08067954418421364,0.0952632721408051,0.10489821379179087,0.056013576268970855,0.8735224034966205,0.81309832982428,0.7720284752502193,0.8327332640562561,0.10823521409244741,0.06622999651134176,0.12817448341683857,0.055697277762273956,0.8196565488147982,0.787205512621636,0.7565302803302885,0.7952195625272962,0.17829899482540856,0.1556764418313179,0.22762358518704584,0.03297337693234148,0.11260567645770081,0.08458418926078215,0.04713505325355216,0.13133058571996958,0.38499297439579117,0.30226437971848075,0.37352668621403584,0.2632235813717978,0.07216984993247433,0.13168887317755296,0.11301166620376435,0.1198658454841448,1,3,1
2021-01-29,0.035832659295280234,0.07853941014307608,0.046645529784107076,0.06277020029454405,0.659324157611775,0.5533562331170785,0.5793604024268317,0.6814542766562193,0.05745798736703467,0.0,0.0,0.10078592019029387,0.6963147275612691,0.6383848237924807,0.6044778242132471,0.7374828233324822,0.09460197573819862,0.15108917951174483,0.13220161378942308,0.1077318843125541,0.054149105787545615,0.048066301970798975,0.016654324835100986,0.047460814200561696,0.30818831357298127,0.33610900708950897,0.31611184339024856,0.3460712941629094,0.0993308246105844,0.0,0.0,0.06609918488814248,1,4,1
